Set,Release Date,Set Type,Card Name,Card No.,Mana Cost,Type,Rarity,Price
Duel Decks: Elves vs. Goblins,2007-11-16,duel_deck,Boggart Shenanigans,54,{2}{R},Tribal Enchantment — Goblin,uncommon,1.67
Duel Decks: Elves vs. Goblins,2007-11-16,duel_deck,Forgotten Cave,57,,Land,common,0.32
Friday Night Magic 2008,2008-01-01,promo,Remand,1,{1}{U},Instant,rare,
Magic Player Rewards 2008,2008-01-01,promo,Incinerate,3,{1}{R},Instant,rare,1.11
Friday Night Magic 2008,2008-01-01,promo,Eternal Witness,3,{1}{G}{G},Creature — Human Shaman,rare,
Judge Gift Cards 2008,2008-01-01,promo,Demonic Tutor,3,{1}{B},Sorcery,rare,
Magic Player Rewards 2008,2008-01-01,promo,Mana Tithe,4,{W},Instant,rare,6.75
Magic Player Rewards 2008,2008-01-01,promo,Harmonize,5,{2}{G}{G},Sorcery,rare,3.81
Magic Player Rewards 2008,2008-01-01,promo,Ponder,6,{U},Sorcery,rare,13.52
Magic Player Rewards 2008,2008-01-01,promo,Corrupt,7,{5}{B},Sorcery,rare,1.06
Friday Night Magic 2008,2008-01-01,promo,Wall of Roots,7,{1}{G},Creature — Plant Wall,rare,
Friday Night Magic 2008,2008-01-01,promo,Desert,8,,Land — Desert,rare,
Friday Night Magic 2008,2008-01-01,promo,Serrated Arrows,10,{4},Artifact,rare,
Grand Prix Promos,2008-01-01,promo,Call of the Herd,2008,{2}{G},Sorcery,rare,
Morningtide,2008-02-01,expansion,Graceful Reprieve,11,{1}{W},Instant,uncommon,0.13
Morningtide,2008-02-01,expansion,Stonybrook Schoolmaster,25,{2}{W},Creature — Merfolk Wizard,common,0.28
Morningtide,2008-02-01,expansion,Disperse,31,{1}{U},Instant,common,0.20
Morningtide,2008-02-01,expansion,Floodchaser,34,{5}{U},Creature — Elemental,common,0.08
Morningtide,2008-02-01,expansion,Ink Dissolver,36,{1}{U},Creature — Merfolk Wizard,common,0.15
Morningtide,2008-02-01,expansion,Mothdust Changeling,42,{U},Creature — Shapeshifter,common,0.36
Morningtide,2008-02-01,expansion,Negate,43,{1}{U},Instant,common,0.16
Morningtide,2008-02-01,expansion,Revive the Fallen,76,{1}{B},Sorcery,uncommon,0.25
Morningtide,2008-02-01,expansion,Kindled Fury,92,{R},Instant,common,0.09
Morningtide,2008-02-01,expansion,Spitebellows,105,{5}{R},Creature — Elemental,uncommon,0.20
Morningtide,2008-02-01,expansion,Stingmoggie,106,{3}{R},Creature — Elemental,common,0.09
Morningtide,2008-02-01,expansion,Ambassador Oak,113,{3}{G},Creature — Treefolk Warrior,common,0.12
Morningtide,2008-02-01,expansion,Elvish Warrior,120,{G}{G},Creature — Elf Warrior,common,0.08
Morningtide,2008-02-01,expansion,Game-Trail Changeling,123,{3}{G}{G},Creature — Shapeshifter,common,0.25
Morningtide,2008-02-01,expansion,Rhys the Exiled,135,{2}{G},Legendary Creature — Elf Warrior,rare,2.70
Morningtide,2008-02-01,expansion,Walker of the Grove,138,{6}{G}{G},Creature — Elemental,uncommon,0.16
DCI Promos,2008-02-28,promo,Lava Axe,13,{4}{R},Sorcery,rare,
Shadowmoor,2008-05-02,expansion,Ballynock Cohort,3,{2}{W},Creature — Kithkin Soldier,common,0.14
Shadowmoor,2008-05-02,expansion,Spectral Procession,23,{2/W}{2/W}{2/W},Sorcery,uncommon,0.53
Shadowmoor,2008-05-02,expansion,Parapet Watchers,45,{2}{U},Creature — Kithkin Soldier,common,0.09
Shadowmoor,2008-05-02,expansion,Savor the Moment,50,{1}{U}{U},Sorcery,rare,3.54
Shadowmoor,2008-05-02,expansion,Corrupt,62,{5}{B},Sorcery,uncommon,0.19
Shadowmoor,2008-05-02,expansion,Sickle Ripper,77,{1}{B},Creature — Elemental Warrior,common,0.09
Shadowmoor,2008-05-02,expansion,Burn Trail,86,{3}{R},Sorcery,common,0.09
Shadowmoor,2008-05-02,expansion,Crimson Wisps,88,{R},Instant,common,3.65
Shadowmoor,2008-05-02,expansion,Intimidator Initiate,96,{R},Creature — Goblin Shaman,common,0.19
Shadowmoor,2008-05-02,expansion,Pyre Charger,103,{R}{R},Creature — Elemental Warrior,uncommon,0.10
Shadowmoor,2008-05-02,expansion,Smash to Smithereens,107,{1}{R},Instant,common,0.34
Shadowmoor,2008-05-02,expansion,Devoted Druid,110,{1}{G},Creature — Elf Druid,common,0.45
Shadowmoor,2008-05-02,expansion,Gloomwidow's Feast,118,{3}{G},Instant,common,0.18
Shadowmoor,2008-05-02,expansion,Hungry Spriggan,120,{2}{G},Creature — Goblin Warrior,common,0.09
Shadowmoor,2008-05-02,expansion,Presence of Gond,125,{2}{G},Enchantment — Aura,common,0.21
Shadowmoor,2008-05-02,expansion,Prismatic Omen,126,{1}{G},Enchantment,rare,13.73
Shadowmoor,2008-05-02,expansion,Curse of Chains,139,{1}{W/U},Enchantment — Aura,common,0.24
Shadowmoor,2008-05-02,expansion,Mistmeadow Witch,144,{1}{W/U},Creature — Kithkin Wizard,uncommon,0.23
Shadowmoor,2008-05-02,expansion,Silkbind Faerie,148,{2}{W/U},Creature — Faerie Rogue,common,0.15
Shadowmoor,2008-05-02,expansion,Turn to Mist,155,{1}{W/U},Instant,common,0.23
Shadowmoor,2008-05-02,expansion,Torpor Dust,177,{2}{U/B},Enchantment — Aura,common,0.15
Shadowmoor,2008-05-02,expansion,Wanderbrine Rootcutters,178,{2}{U/B}{U/B},Creature — Merfolk Rogue,common,0.06
Shadowmoor,2008-05-02,expansion,Murderous Redcap,192,{2}{B/R}{B/R},Creature — Goblin Assassin,uncommon,0.42
Shadowmoor,2008-05-02,expansion,Sootstoke Kindler,195,{1}{B/R},Creature — Elemental Shaman,common,0.13
Shadowmoor,2008-05-02,expansion,Firespout,205,{2}{R/G},Sorcery,uncommon,0.26
Shadowmoor,2008-05-02,expansion,Manamorphose,211,{1}{R/G},Instant,common,2.87
Shadowmoor,2008-05-02,expansion,Scuzzback Marauders,216,{4}{R/G},Creature — Goblin Warrior,common,0.10
Shadowmoor,2008-05-02,expansion,Kitchen Finks,229,{1}{G/W}{G/W},Creature — Ouphe,uncommon,0.61
Shadowmoor,2008-05-02,expansion,Safehold Elite,239,{1}{G/W},Creature — Elf Scout,common,0.24
Shadowmoor,2008-05-02,expansion,Shield of the Oversoul,242,{2}{G/W},Enchantment — Aura,common,4.25
Shadowmoor,2008-05-02,expansion,Wilt-Leaf Cavaliers,244,{G/W}{G/W}{G/W},Creature — Elf Knight,uncommon,0.19
Shadowmoor,2008-05-02,expansion,Wilt-Leaf Liege,245,{1}{G/W}{G/W}{G/W},Creature — Elf Knight,rare,0.70
Shadowmoor,2008-05-02,expansion,Lockjaw Snapper,255,{4},Artifact Creature — Scarecrow,uncommon,0.38
Shadowmoor,2008-05-02,expansion,Pili-Pala,258,{2},Artifact Creature — Scarecrow,common,1.80
DCI Promos,2008-05-31,promo,Gravedigger,16,{3}{B},Creature — Zombie,rare,
DCI Promos,2008-05-31,promo,Wilt-Leaf Cavaliers,18,{G/W}{G/W}{G/W},Creature — Elf Knight,rare,
Eventide,2008-07-25,expansion,Cenn's Enlistment,3,{3}{W},Sorcery,common,0.15
Eventide,2008-07-25,expansion,Flickerwisp,6,{1}{W}{W},Creature — Elemental,uncommon,0.29
Eventide,2008-07-25,expansion,Kithkin Spellduster,8,{4}{W},Creature — Kithkin Wizard,common,0.13
Eventide,2008-07-25,expansion,Recumbent Bliss,13,{2}{W},Enchantment — Aura,common,0.16
Eventide,2008-07-25,expansion,Dream Fracture,19,{1}{U}{U},Instant,uncommon,0.23
Eventide,2008-07-25,expansion,Oona's Grace,27,{2}{U},Instant,common,0.14
Eventide,2008-07-25,expansion,Crumbling Ashes,35,{1}{B},Enchantment,uncommon,4.27
Eventide,2008-07-25,expansion,Raven's Crime,41,{B},Sorcery,common,0.44
Eventide,2008-07-25,expansion,Syphon Life,46,{1}{B}{B},Sorcery,uncommon,0.21
Eventide,2008-07-25,expansion,Fiery Bombardment,52,{1}{R},Enchantment,rare,0.33
Eventide,2008-07-25,expansion,Flame Jab,53,{R},Sorcery,common,0.17
Eventide,2008-07-25,expansion,Rekindled Flame,61,{2}{R}{R},Sorcery,rare,0.25
Eventide,2008-07-25,expansion,Aerie Ouphes,65,{4}{G},Creature — Ouphe,common,0.22
Eventide,2008-07-25,expansion,Monstrify,70,{3}{G},Sorcery,common,0.07
Eventide,2008-07-25,expansion,Nettle Sentinel,71,{G},Creature — Elf Warrior,common,0.26
Eventide,2008-07-25,expansion,Phosphorescent Feast,72,{2}{G}{G}{G},Sorcery,uncommon,0.22
Eventide,2008-07-25,expansion,Tilling Treefolk,78,{2}{G},Creature — Treefolk Druid,common,0.12
Eventide,2008-07-25,expansion,Wickerbough Elder,80,{3}{G},Creature — Treefolk Shaman,common,0.18
Eventide,2008-07-25,expansion,Nightsky Mimic,91,{1}{W/B},Creature — Shapeshifter,common,0.18
Eventide,2008-07-25,expansion,Unmake,96,{W/B}{W/B}{W/B},Instant,common,0.43
Eventide,2008-07-25,expansion,Clout of the Dominus,99,{U/R},Enchantment — Aura,common,0.32
Eventide,2008-07-25,expansion,Nucklavee,110,{4}{U/R}{U/R},Creature — Beast,uncommon,0.24
Eventide,2008-07-25,expansion,Riverfall Mimic,111,{1}{U/R},Creature — Shapeshifter,common,0.09
Eventide,2008-07-25,expansion,Desecrator Hag,119,{2}{B/G}{B/G},Creature — Hag,common,0.11
Eventide,2008-07-25,expansion,Rendclaw Trow,127,{2}{B/G},Creature — Troll,common,0.16
Eventide,2008-07-25,expansion,Woodlurker Mimic,130,{1}{B/G},Creature — Shapeshifter,common,0.11
Eventide,2008-07-25,expansion,Worm Harvest,131,{2}{B/G}{B/G}{B/G},Sorcery,rare,0.58
Eventide,2008-07-25,expansion,Battlegate Mimic,133,{1}{R/W},Creature — Shapeshifter,common,0.15
Eventide,2008-07-25,expansion,Double Cleave,135,{1}{R/W},Instant,common,0.20
Eventide,2008-07-25,expansion,Groundling Pouncer,154,{1}{G/U},Creature — Faerie,uncommon,0.21
Eventide,2008-07-25,expansion,Shorecrasher Mimic,159,{1}{G/U},Creature — Shapeshifter,common,0.10
Eventide,2008-07-25,expansion,Slippery Bogle,160,{G/U},Creature — Beast,common,1.32
Eventide,2008-07-25,expansion,Snakeform,161,{2}{G/U},Instant,common,0.25
Eventide,2008-07-25,expansion,Antler Skulkin,167,{5},Artifact Creature — Scarecrow,common,0.21
Eventide,2008-07-25,expansion,Flooded Grove,177,,Land,rare,4.16
Shards of Alara,2008-10-03,expansion,Akrasan Squire,1,{W},Creature — Human Soldier,common,0.26
Shards of Alara,2008-10-03,expansion,Dispeller's Capsule,8,{W},Artifact,common,0.09
Shards of Alara,2008-10-03,expansion,Oblivion Ring,20,{2}{W},Enchantment,common,0.24
Shards of Alara,2008-10-03,expansion,Sanctum Gargoyle,24,{3}{W},Artifact Creature — Gargoyle,common,0.03
Shards of Alara,2008-10-03,expansion,Cancel,33,{1}{U}{U},Instant,common,0.04
Shards of Alara,2008-10-03,expansion,Etherium Astrolabe,41,{2}{U},Artifact,uncommon,0.15
Shards of Alara,2008-10-03,expansion,Etherium Sculptor,42,{1}{U},Artifact Creature — Vedalken Artificer,common,0.53
Shards of Alara,2008-10-03,expansion,Ad Nauseam,63,{3}{B}{B},Instant,rare,14.21
Shards of Alara,2008-10-03,expansion,Banewasp Affliction,65,{1}{B},Enchantment — Aura,common,0.07
Shards of Alara,2008-10-03,expansion,Bone Splinters,67,{B},Sorcery,common,0.09
Shards of Alara,2008-10-03,expansion,Deathgreeter,71,{B},Creature — Human Shaman,common,0.58
Shards of Alara,2008-10-03,expansion,Executioner's Capsule,75,{B},Artifact,common,0.18
Shards of Alara,2008-10-03,expansion,Fleshbag Marauder,76,{2}{B},Creature — Zombie Warrior,uncommon,0.33
Shards of Alara,2008-10-03,expansion,Glaze Fiend,77,{1}{B},Artifact Creature — Illusion,common,0.36
Shards of Alara,2008-10-03,expansion,Shore Snapper,87,{2}{B},Creature — Beast,common,0.06
Shards of Alara,2008-10-03,expansion,Viscera Dragger,92,{3}{B},Creature — Zombie Ogre Warrior,common,0.14
Shards of Alara,2008-10-03,expansion,Dragon Fodder,97,{1}{R},Sorcery,common,0.17
Shards of Alara,2008-10-03,expansion,Hissing Iguanar,104,{2}{R},Creature — Lizard,common,0.15
Shards of Alara,2008-10-03,expansion,Magma Spray,108,{R},Instant,common,0.11
Shards of Alara,2008-10-03,expansion,Rockslide Elemental,112,{2}{R},Creature — Elemental,uncommon,0.21
Shards of Alara,2008-10-03,expansion,Vithian Stinger,120,{2}{R},Creature — Human Shaman,common,0.10
Shards of Alara,2008-10-03,expansion,Drumhunter,129,{3}{G},Creature — Human Druid Warrior,uncommon,0.28
Shards of Alara,2008-10-03,expansion,Elvish Visionary,130,{1}{G},Creature — Elf Shaman,common,0.20
Shards of Alara,2008-10-03,expansion,Rhox Charger,145,{3}{G},Creature — Rhino Soldier,uncommon,0.18
Shards of Alara,2008-10-03,expansion,Skullmulcher,148,{4}{G},Creature — Elemental,rare,0.26
Shards of Alara,2008-10-03,expansion,Wild Nacatl,152,{G},Creature — Cat Warrior,common,0.47
Shards of Alara,2008-10-03,expansion,Agony Warp,153,{U}{B},Instant,common,0.12
Shards of Alara,2008-10-03,expansion,Blightning,156,{1}{B}{R},Sorcery,common,0.23
Shards of Alara,2008-10-03,expansion,Branching Bolt,158,{1}{R}{G},Instant,common,0.12
Shards of Alara,2008-10-03,expansion,Deft Duelist,165,{W}{U},Creature — Human Rogue,common,0.14
Shards of Alara,2008-10-03,expansion,Goblin Deathraiders,169,{B}{R},Creature — Goblin Warrior,common,0.11
Shards of Alara,2008-10-03,expansion,Hindering Light,173,{W}{U},Instant,common,0.35
Shards of Alara,2008-10-03,expansion,Sedraxis Specter,192,{U}{B}{R},Creature — Specter,rare,0.29
Shards of Alara,2008-10-03,expansion,Sigil Blessing,195,{G}{W},Instant,common,0.14
Shards of Alara,2008-10-03,expansion,Tidehollow Strix,203,{U}{B},Artifact Creature — Bird,common,0.19
Shards of Alara,2008-10-03,expansion,Relic of Progenitus,218,{1},Artifact,common,5.04
Shards of Alara,2008-10-03,expansion,Arcane Sanctum,220,,Land,uncommon,0.41
Shards of Alara,2008-10-03,expansion,Bant Panorama,221,,Land,common,0.25
Shards of Alara,2008-10-03,expansion,Crumbling Necropolis,222,,Land,uncommon,0.30
Shards of Alara,2008-10-03,expansion,Esper Panorama,223,,Land,common,0.18
Shards of Alara,2008-10-03,expansion,Grixis Panorama,224,,Land,common,0.25
Shards of Alara,2008-10-03,expansion,Jund Panorama,225,,Land,common,0.22
Shards of Alara,2008-10-03,expansion,Jungle Shrine,226,,Land,uncommon,0.46
Shards of Alara,2008-10-03,expansion,Naya Panorama,227,,Land,common,0.25
Shards of Alara,2008-10-03,expansion,Savage Lands,228,,Land,uncommon,1.39
Shards of Alara,2008-10-03,expansion,Seaside Citadel,229,,Land,uncommon,0.91
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Fathom Seer,3,{1}{U},Creature — Illusion,common,0.13
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Bottle Gnomes,7,{3},Artifact Creature — Gnome,uncommon,0.15
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Man-o'-War,8,{2}{U},Creature — Jellyfish,common,0.20
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Mulldrifter,12,{4}{U},Creature — Elemental,common,0.26
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Riftwing Cloudskate,15,{3}{U}{U},Creature — Illusion,uncommon,0.10
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Spire Golem,16,{6},Artifact Creature — Golem,common,0.27
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Aethersnipe,17,{5}{U},Creature — Elemental,common,0.10
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Errant Ephemeron,20,{6}{U},Creature — Illusion,common,0.09
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Mind Stone,22,{2},Artifact,uncommon,0.76
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Daze,23,{1}{U},Instant,common,1.26
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Counterspell,24,{U}{U},Instant,common,3.11
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Repulse,25,{2}{U},Instant,common,0.12
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Fact or Fiction,26,{3}{U},Instant,uncommon,0.28
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Gush,27,{4}{U},Instant,common,0.69
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Condescend,28,{X}{U},Instant,common,0.27
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Fireslinger,36,{1}{R},Creature — Human Wizard,common,0.25
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Soulbright Flamekin,37,{1}{R},Creature — Elemental Shaman,common,0.13
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Pyre Charger,38,{R}{R},Creature — Elemental Warrior,uncommon,0.10
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Flamewave Invoker,40,{2}{R},Creature — Goblin Mutant,uncommon,0.10
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Flametongue Kavu,42,{3}{R},Creature — Kavu,uncommon,0.40
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Ingot Chewer,45,{4}{R},Creature — Elemental,common,0.29
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Chartooth Cougar,47,{5}{R},Creature — Cat Beast,common,0.11
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Firebolt,49,{R},Sorcery,common,0.26
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Seal of Fire,50,{R},Enchantment,common,0.19
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Incinerate,51,{1}{R},Instant,common,0.26
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Magma Jet,52,{1}{R},Instant,uncommon,0.14
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Fireblast,55,{4}{R}{R},Instant,common,2.00
Duel Decks: Jace vs. Chandra,2008-11-07,duel_deck,Fireball,56,{X}{R},Sorcery,uncommon,0.14
Friday Night Magic 2009,2009-01-01,promo,Magma Jet,1,{1}{R},Instant,rare,
Judge Gift Cards 2009,2009-01-01,promo,Dark Ritual,1,{B},Instant,rare,
Friday Night Magic 2009,2009-01-01,promo,Myr Enforcer,2,{7},Artifact Creature — Myr,rare,
Judge Gift Cards 2009,2009-01-01,promo,Maze of Ith,2,,Land,rare,
Friday Night Magic 2009,2009-01-01,promo,Kitchen Finks,3,{1}{G/W}{G/W},Creature — Ouphe,rare,
Magic Player Rewards 2009,2009-01-01,promo,Unmake,3,{W/B}{W/B}{W/B},Instant,rare,2.35
Magic Player Rewards 2009,2009-01-01,promo,Nameless Inversion,4,{1}{B},Tribal Instant — Shapeshifter,rare,2.69
Magic Player Rewards 2009,2009-01-01,promo,Remove Soul,5,{1}{U},Instant,rare,0.66
Friday Night Magic 2009,2009-01-01,promo,Mulldrifter,6,{4}{U},Creature — Elemental,rare,
Magic Player Rewards 2009,2009-01-01,promo,Blightning,6,{1}{B}{R},Sorcery,rare,2.32
Friday Night Magic 2009,2009-01-01,promo,Murderous Redcap,7,{2}{B/R}{B/R},Creature — Goblin Assassin,rare,
Judge Gift Cards 2009,2009-01-01,promo,Flooded Strand,7,,Land,rare,
Magic Player Rewards 2009,2009-01-01,promo,Rampant Growth,7,{1}{G},Sorcery,rare,8.92
Friday Night Magic 2009,2009-01-01,promo,Lightning Greaves,8,{2},Artifact — Equipment,rare,
Magic Player Rewards 2009,2009-01-01,promo,Negate,8,{1}{U},Instant,rare,8.50
Magic Player Rewards 2009,2009-01-01,promo,Terminate,9,{B}{R},Instant,rare,8.60
Friday Night Magic 2009,2009-01-01,promo,Oblivion Ring,11,{2}{W},Enchantment,rare,
Friday Night Magic 2009,2009-01-01,promo,Sakura-Tribe Elder,12,{1}{G},Creature — Snake Shaman,rare,
Conflux,2009-02-06,expansion,Court Homunculus,6,{W},Artifact Creature — Homunculus,common,0.10
Conflux,2009-02-06,expansion,Lapse of Certainty,9,{2}{W},Instant,common,0.41
Conflux,2009-02-06,expansion,Path to Exile,15,{W},Instant,uncommon,1.84
Conflux,2009-02-06,expansion,Unsummon,37,{U},Instant,common,0.08
Conflux,2009-02-06,expansion,Corrupted Roots,41,{B},Enchantment — Aura,uncommon,0.23
Conflux,2009-02-06,expansion,Grixis Slavedriver,46,{5}{B},Creature — Zombie Giant,uncommon,0.12
Conflux,2009-02-06,expansion,Rotting Rats,51,{1}{B},Creature — Zombie Rat,common,0.69
Conflux,2009-02-06,expansion,Quenchable Fire,70,{3}{R},Sorcery,common,0.09
Conflux,2009-02-06,expansion,Wild Leotau,97,{2}{G}{G},Creature — Cat,common,0.08
Conflux,2009-02-06,expansion,Exploding Borders,106,{2}{R}{G},Sorcery,common,0.09
Conflux,2009-02-06,expansion,Scarland Thrinax,123,{B}{R}{G},Creature — Lizard,uncommon,0.10
Conflux,2009-02-06,expansion,Suicidal Charge,128,{3}{B}{R},Enchantment,common,0.08
Conflux,2009-02-06,expansion,Armillary Sphere,134,{2},Artifact,common,0.15
DCI Promos,2009-02-28,promo,Path to Exile,24,{W},Instant,rare,
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Angelic Page,3,{1}{W},Creature — Angel Spirit,common,0.09
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Charging Paladin,4,{2}{W},Creature — Human Knight,common,0.09
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Serra Angel,10,{3}{W}{W},Creature — Angel,rare,0.17
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Otherworldly Journey,16,{1}{W},Instant — Arcane,uncommon,0.33
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Pacifism,17,{1}{W},Enchantment — Aura,common,0.24
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Faith's Fetters,20,{3}{W},Enchantment — Aura,common,0.06
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Secluded Steppe,25,,Land,common,0.15
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Abyssal Gatekeeper,31,{1}{B},Creature — Horror,common,0.72
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Foul Imp,32,{B}{B},Creature — Imp,common,0.09
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Stinkweed Imp,36,{2}{B},Creature — Imp,common,0.43
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Dark Ritual,45,{B},Instant,common,1.26
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Duress,46,{B},Sorcery,common,0.09
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Demonic Tutor,49,{1}{B},Sorcery,uncommon,37.71
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Dark Banishing,50,{2}{B},Instant,common,0.10
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Corrupt,55,{5}{B},Sorcery,uncommon,0.15
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Consume Spirit,56,{X}{1}{B},Sorcery,uncommon,0.20
Duel Decks: Divine vs. Demonic,2009-04-10,duel_deck,Barren Moor,58,,Land,common,0.23
Alara Reborn,2009-04-30,expansion,Ethercaste Knight,3,{W}{U},Artifact Creature — Human Knight,common,0.11
Alara Reborn,2009-04-30,expansion,Glassdust Hulk,7,{3}{W}{U},Artifact Creature — Golem,common,0.12
Alara Reborn,2009-04-30,expansion,Stormcaller's Boon,13,{2}{W}{U},Enchantment,common,0.13
Alara Reborn,2009-04-30,expansion,Wall of Denial,16,{1}{W}{U},Creature — Wall,uncommon,1.12
