Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Conspiracy,2014-06-06,Liliana's Specter,18,116,{1}{B}{B},Creature — Specter,common,0.18
Conspiracy,2014-06-06,Plagued Rusalka,8,121,{B},Creature — Spirit,uncommon,0.09
Conspiracy,2014-06-06,Tragic Slip,14,128,{B},Instant,common,0.30
Conspiracy,2014-06-06,Twisted Abomination,11,129,{5}{B},Creature — Zombie Mutant,common,0.04
Conspiracy,2014-06-06,Typhoid Rats,2,130,{B},Creature — Rat,common,0.19
Conspiracy,2014-06-06,Wakedancer,7,134,{2}{B},Creature — Human Shaman,common,0.08
Conspiracy,2014-06-06,Elephant Guide,19,162,{2}{G},Enchantment — Aura,uncommon,0.21
Conspiracy,2014-06-06,Lead the Stampede,4,170,{2}{G},Sorcery,uncommon,0.25
Conspiracy,2014-06-06,Sakura-Tribe Elder,22,177,{1}{G},Creature — Snake Shaman,common,1.25
Vintage Masters,2014-06-16,Battle Screech,26,15,{2}{W}{W},Sorcery,common,
Vintage Masters,2014-06-16,Deftblade Elite,13,23,{W},Creature — Human Soldier,common,
Vintage Masters,2014-06-16,Phantom Nomad,10,38,{1}{W},Creature — Spirit Nomad,common,
Vintage Masters,2014-06-16,Counterspell,29,64,{U}{U},Instant,common,
Vintage Masters,2014-06-16,Deep Analysis,20,65,{3}{U},Sorcery,common,
Vintage Masters,2014-06-16,Man-o'-War,23,79,{2}{U},Creature — Jellyfish,common,
Vintage Masters,2014-06-16,Chainer's Edict,15,108,{1}{B},Sorcery,common,
Vintage Masters,2014-06-16,Beetleback Chief,21,150,{2}{R}{R},Creature — Goblin Warrior,common,
Vintage Masters,2014-06-16,Chain Lightning,21,153,{R},Sorcery,common,
Vintage Masters,2014-06-16,Fireblast,17,159,{4}{R}{R},Instant,uncommon,
Vintage Masters,2014-06-16,Reckless Charge,12,181,{R},Sorcery,common,
Vintage Masters,2014-06-16,Elephant Guide,19,205,{2}{G},Enchantment — Aura,common,
Vintage Masters,2014-06-16,Fyndhorn Elves,18,210,{G},Creature — Elf Druid,common,
Vintage Masters,2014-06-16,Krosan Tusker,23,218,{5}{G}{G},Creature — Boar Beast,common,
Vintage Masters,2014-06-16,Nature's Lore,6,220,{1}{G},Sorcery,common,
Vintage Masters,2014-06-16,Yavimaya Elder,15,240,{1}{G}{G},Creature — Human Druid,uncommon,
Vintage Masters,2014-06-16,Armadillo Cloak,17,242,{1}{G}{W},Enchantment — Aura,uncommon,
Magic 2015,2014-07-18,Heliod's Pilgrim,12,14,{2}{W},Creature — Human Cleric,common,0.10
Magic 2015,2014-07-18,Raise the Alarm,20,26,{1}{W},Instant,common,0.03
Magic 2015,2014-07-18,Triplicate Spirits,13,40,{4}{W}{W},Sorcery,common,0.10
Magic 2015,2014-07-18,Gravedigger,14,99,{3}{B},Creature — Zombie,uncommon,0.05
Magic 2015,2014-07-18,Typhoid Rats,2,118,{B},Creature — Rat,common,0.15
Magic 2015,2014-07-18,Borderland Marauder,7,131,{1}{R},Creature — Human Warrior,common,0.05
Magic 2015,2014-07-18,Frenzied Goblin,10,142,{R},Creature — Goblin Berserker,uncommon,0.19
Magic 2015,2014-07-18,Lightning Strike,18,155,{1}{R},Instant,common,0.09
Magic 2015,2014-07-18,Elvish Mystic,19,173,{G},Creature — Elf Druid,common,0.23
Magic 2015,2014-07-18,Evolving Wilds,28,243,,Land,common,0.08
Duel Decks: Speed vs. Cunning,2014-09-05,Frenzied Goblin,10,2,{R},Creature — Goblin Berserker,uncommon,0.21
Duel Decks: Speed vs. Cunning,2014-09-05,Beetleback Chief,21,14,{2}{R}{R},Creature — Goblin Warrior,uncommon,0.26
Duel Decks: Speed vs. Cunning,2014-09-05,Krenko's Command,9,25,{1}{R},Sorcery,common,0.30
Duel Decks: Speed vs. Cunning,2014-09-05,Evolving Wilds,28,32,,Land,common,0.13
Duel Decks: Speed vs. Cunning,2014-09-05,Impulse,14,63,{1}{U},Instant,common,0.32
Duel Decks: Speed vs. Cunning,2014-09-05,Mana Leak,24,64,{1}{U},Instant,common,0.18
Duel Decks: Speed vs. Cunning,2014-09-05,Repeal,10,72,{X}{U},Instant,common,0.24
Khans of Tarkir,2014-09-26,Ainok Bond-Kin,7,3,{1}{W},Creature — Dog Soldier,common,0.07
Khans of Tarkir,2014-09-26,Feat of Resistance,4,10,{1}{W},Instant,common,0.03
Khans of Tarkir,2014-09-26,Seeker of the Way,25,22,{1}{W},Creature — Human Warrior,uncommon,0.11
Khans of Tarkir,2014-09-26,Treasure Cruise,23,59,{7}{U},Sorcery,common,0.24
Khans of Tarkir,2014-09-26,Ruthless Ripper,9,88,{B},Creature — Human Assassin,uncommon,0.12
Khans of Tarkir,2014-09-26,Hordeling Outburst,19,111,{1}{R}{R},Sorcery,uncommon,0.21
Khans of Tarkir,2014-09-26,Monastery Swiftspear,21,118,{R},Creature — Human Monk,uncommon,0.37
Khans of Tarkir,2014-09-26,Hooting Mandrills,18,137,{5}{G},Creature — Ape,common,0.10
Khans of Tarkir,2014-09-26,Tuskguard Captain,5,156,{2}{G},Creature — Human Warrior,uncommon,0.15
Magic Online Promos,2014-10-17,Unmake,12,32551,{W/B}{W/B}{W/B},Instant,common,
Magic Online Promos,2014-10-17,Mana Tithe,14,35108,{W},Instant,common,
Magic Online Promos,2014-10-17,Rancor,28,35112,{G},Enchantment — Aura,common,
Magic Online Promos,2014-10-17,Serrated Arrows,21,35116,{4},Artifact,uncommon,
Magic Online Promos,2014-10-17,Man-o'-War,23,36010,{2}{U},Creature — Jellyfish,common,
Magic Online Promos,2014-10-17,Fireslinger,15,36038,{1}{R},Creature — Human Wizard,common,
Magic Online Promos,2014-10-17,Bonesplitter,29,36272,{1},Artifact — Equipment,common,
Magic Online Promos,2014-10-17,Burst Lightning,19,37610,{R},Instant,common,
Magic Online Promos,2014-10-17,Vault Skirge,22,40076,{1}{B/P},Artifact Creature — Phyrexian Imp,common,
Magic Online Promos,2014-10-17,Gather the Townsfolk,9,43511,{1}{W},Sorcery,common,
Commander 2014,2014-11-07,Compulsive Research,15,102,{2}{U},Sorcery,common,0.14
Commander 2014,2014-11-07,Exclude,16,108,{2}{U},Instant,common,0.20
Commander 2014,2014-11-07,Into the Roil,14,115,{1}{U},Instant,common,0.12
Commander 2014,2014-11-07,Mulldrifter,29,118,{4}{U},Creature — Elemental,common,0.26
Commander 2014,2014-11-07,Sea Gate Oracle,16,124,{2}{U},Creature — Human Wizard,common,0.14
Commander 2014,2014-11-07,Shaper Parasite,4,125,{1}{U}{U},Creature — Illusion,common,0.06
Commander 2014,2014-11-07,Gray Merchant of Asphodel,20,146,{3}{B}{B},Creature — Zombie,common,0.60
Commander 2014,2014-11-07,Read the Bones,16,158,{2}{B},Sorcery,common,0.50
Commander 2014,2014-11-07,Tragic Slip,14,167,{B},Instant,common,0.31
Commander 2014,2014-11-07,Beetleback Chief,21,171,{2}{R}{R},Creature — Goblin Warrior,uncommon,0.32
Commander 2014,2014-11-07,Faithless Looting,23,175,{R},Sorcery,common,0.47
Commander 2014,2014-11-07,Elvish Mystic,19,191,{G},Creature — Elf Druid,common,0.64
Commander 2014,2014-11-07,Llanowar Elves,28,204,{G},Creature — Elf Druid,common,0.40
Commander 2014,2014-11-07,Thornweald Archer,9,219,{1}{G},Creature — Elf Archer,common,0.20
Commander 2014,2014-11-07,Mind Stone,23,250,{2},Artifact,uncommon,0.24
Commander 2014,2014-11-07,Pristine Talisman,14,264,{3},Artifact,common,0.23
Commander 2014,2014-11-07,Wayfarer's Bauble,9,281,{1},Artifact,common,0.47
Commander 2014,2014-11-07,Evolving Wilds,28,295,,Land,common,0.13
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Man-o'-War,23,8,{2}{U},Creature — Jellyfish,common,
Duel Decks Anthology: Elves vs. Goblins,2014-12-05,Llanowar Elves,28,9,{G},Creature — Elf Druid,common,0.30
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Krosan Tusker,23,11,{5}{G}{G},Creature — Boar Beast,common,
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Mulldrifter,29,12,{4}{U},Creature — Elemental,common,0.53
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Giant Growth,11,14,{G},Instant,common,0.17
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Rancor,28,15,{G},Enchantment — Aura,common,0.88
Duel Decks Anthology: Divine vs. Demonic,2014-12-05,Pacifism,11,17,{1}{W},Enchantment — Aura,common,0.46
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Aethersnipe,10,17,{5}{U},Creature — Elemental,common,0.03
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Nature's Lore,6,17,{1}{G},Sorcery,common,2.88
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Elephant Guide,19,18,{2}{G},Enchantment — Aura,uncommon,
Duel Decks Anthology: Divine vs. Demonic,2014-12-05,Faith's Fetters,21,20,{3}{W},Enchantment — Aura,common,0.25
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Errant Ephemeron,13,20,{6}{U},Creature — Illusion,common,0.18
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Serrated Arrows,21,20,{4},Artifact,common,0.34
Duel Decks Anthology: Elves vs. Goblins,2014-12-05,Giant Growth,11,21,{G},Instant,common,0.10
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Mind Stone,23,22,{2},Artifact,uncommon,0.47
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Counterspell,29,24,{U}{U},Instant,common,4.04
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Condescend,15,28,{X}{U},Instant,common,0.41
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Fireslinger,15,36,{1}{R},Creature — Human Wizard,common,1.38
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Phyrexian Rager,23,39,{2}{B},Creature — Phyrexian Horror,common,
Duel Decks Anthology: Garruk vs. Liliana,2014-12-05,Twisted Abomination,11,45,{5}{B},Creature — Zombie Mutant,common,0.10
Duel Decks Anthology: Elves vs. Goblins,2014-12-05,Mogg War Marshal,22,45,{1}{R},Creature — Goblin Warrior,common,0.30
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Firebolt,23,49,{R},Sorcery,common,0.16
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Incinerate,18,51,{1}{R},Instant,common,0.29
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Fireblast,17,55,{4}{R}{R},Instant,common,1.95
Duel Decks Anthology: Jace vs. Chandra,2014-12-05,Fireball,12,56,{X}{R},Sorcery,uncommon,0.33
Friday Night Magic 2015,2015-01-01,Frenzied Goblin,10,1,{R},Creature — Goblin Berserker,rare,
Friday Night Magic 2015,2015-01-01,Hordeling Outburst,19,3,{1}{R}{R},Sorcery,rare,
Friday Night Magic 2015,2015-01-01,Serum Visions,10,8,{U},Sorcery,rare,
Ugin's Fate,2015-01-17,Sultai Emissary,7,85,{1}{B},Creature — Zombie Warrior,common,1.30
Ugin's Fate,2015-01-17,Ruthless Ripper,9,88,{B},Creature — Human Assassin,uncommon,2.76
Fate Reforged,2015-01-23,Sandsteppe Outcast,10,25,{2}{W},Creature — Human Warrior,common,0.03
Fate Reforged,2015-01-23,Gurmag Angler,25,72,{6}{B},Creature — Zombie Fish,common,0.19
Fate Reforged,2015-01-23,Sultai Emissary,7,85,{1}{B},Creature — Zombie Warrior,common,0.06
Fate Reforged,2015-01-23,Typhoid Rats,2,89,{B},Creature — Rat,common,0.12
Fate Reforged,2015-01-23,War Flare,7,158,{2}{R}{W},Instant,common,0.07
Duel Decks: Elspeth vs. Kiora,2015-02-27,Kor Skyfisher,24,16,{1}{W},Creature — Kor Soldier,common,0.24
Duel Decks: Elspeth vs. Kiora,2015-02-27,Raise the Alarm,20,23,{1}{W},Instant,common,0.04
Duel Decks: Elspeth vs. Kiora,2015-02-27,Sunlance,12,26,{W},Sorcery,common,0.06
Duel Decks: Elspeth vs. Kiora,2015-02-27,Man-o'-War,23,38,{2}{U},Creature — Jellyfish,common,0.04
Duel Decks: Elspeth vs. Kiora,2015-02-27,Nessian Asp,10,48,{4}{G},Creature — Snake,common,0.07
Duel Decks: Elspeth vs. Kiora,2015-02-27,Coiling Oracle,18,51,{G}{U},Creature — Snake Elf Druid,common,0.16
Duel Decks: Elspeth vs. Kiora,2015-02-27,Evolving Wilds,28,58,,Land,common,0.10
Dragons of Tarkir,2015-03-27,Pacifism,11,29,{1}{W},Enchantment — Aura,common,0.02
Dragons of Tarkir,2015-03-27,Vulturous Aven,10,126,{3}{B},Creature — Bird Shaman,common,0.11
Dragons of Tarkir,2015-03-27,Evolving Wilds,28,248,,Land,common,0.08
Magic Online Promos,2015-03-30,Frenzied Goblin,10,55703,{R},Creature — Goblin Berserker,uncommon,
Magic Online Promos,2015-03-30,Sultai Emissary,7,55753,{1}{B},Creature — Zombie Warrior,common,
Magic Online Promos,2015-03-30,Ruthless Ripper,9,55767,{B},Creature — Human Assassin,uncommon,
Magic Online Promos,2015-03-30,Hordeling Outburst,19,55783,{1}{R}{R},Sorcery,uncommon,
Tarkir Dragonfury,2015-04-03,Evolving Wilds,28,248,,Land,common,0.19
Tempest Remastered,2015-05-06,Pacifism,11,22,{1}{W},Enchantment — Aura,uncommon,
Tempest Remastered,2015-05-06,Capsize,17,42,{1}{U}{U},Instant,uncommon,
Tempest Remastered,2015-05-06,Counterspell,29,43,{U}{U},Instant,uncommon,
Tempest Remastered,2015-05-06,Mana Leak,24,58,{1}{U},Instant,common,
Tempest Remastered,2015-05-06,Merfolk Looter,12,61,{1}{U},Creature — Merfolk Rogue,common,
Tempest Remastered,2015-05-06,Gravedigger,14,106,{3}{B},Creature — Zombie,common,
Tempest Remastered,2015-05-06,Rampant Growth,6,187,{1}{G},Sorcery,common,
Modern Masters 2015,2015-05-22,Ulamog's Crusher,18,7,{8},Creature — Eldrazi,common,0.37
Modern Masters 2015,2015-05-22,Oblivion Ring,24,29,{2}{W},Enchantment,uncommon,0.28
Modern Masters 2015,2015-05-22,Raise the Alarm,20,31,{1}{W},Instant,common,0.15
Modern Masters 2015,2015-05-22,Sunlance,12,34,{W},Sorcery,common,0.06
Modern Masters 2015,2015-05-22,Aethersnipe,10,39,{5}{U},Creature — Elemental,common,0.13
Modern Masters 2015,2015-05-22,Mana Leak,24,50,{1}{U},Instant,common,0.21
Modern Masters 2015,2015-05-22,Mulldrifter,29,51,{4}{U},Creature — Elemental,uncommon,0.33
Modern Masters 2015,2015-05-22,Repeal,10,56,{X}{U},Instant,common,0.14
Modern Masters 2015,2015-05-22,Death Denied,17,76,{X}{B}{B},Instant — Arcane,common,0.10
Modern Masters 2015,2015-05-22,Plagued Rusalka,8,89,{B},Creature — Spirit,common,0.09
Modern Masters 2015,2015-05-22,Burst Lightning,19,109,{R},Instant,common,0.15
Modern Masters 2015,2015-05-22,Lightning Bolt,28,122,{R},Instant,uncommon,0.79
Modern Masters 2015,2015-05-22,Mutagenic Growth,16,149,{G/P},Instant,uncommon,2.35
Modern Masters 2015,2015-05-22,Nest Invader,13,150,{1}{G},Creature — Eldrazi Drone,common,0.24
Modern Masters 2015,2015-05-22,Rampant Growth,6,157,{1}{G},Sorcery,common,0.38
Modern Masters 2015,2015-05-22,Vines of Vastwood,17,168,{G},Instant,common,0.73
Modern Masters 2015,2015-05-22,Pillory of the Sleepless,16,183,{1}{W}{B},Enchantment — Aura,uncommon,0.12
Modern Masters 2015,2015-05-22,Dimir Guildmage,15,192,{U/B}{U/B},Creature — Human Wizard,uncommon,0.09
Modern Masters 2015,2015-05-22,Flayer Husk,21,214,{1},Artifact — Equipment,common,0.08
Modern Masters 2015,2015-05-22,Sickleslicer,11,228,{3},Artifact — Equipment,common,0.06
Modern Masters 2015,2015-05-22,Wayfarer's Bauble,9,234,{1},Artifact,common,0.46
Modern Masters 2015,2015-05-22,Azorius Chancery,23,235,,Land,uncommon,0.13
Modern Masters 2015,2015-05-22,Boros Garrison,23,237,,Land,uncommon,0.17
Modern Masters 2015,2015-05-22,Dimir Aqueduct,24,239,,Land,uncommon,0.21
Modern Masters 2015,2015-05-22,Evolving Wilds,28,241,,Land,common,0.08
Modern Masters 2015,2015-05-22,Golgari Rot Farm,23,243,,Land,uncommon,0.30
Modern Masters 2015,2015-05-22,Gruul Turf,23,244,,Land,uncommon,0.24
Modern Masters 2015,2015-05-22,Izzet Boilerworks,27,245,,Land,uncommon,0.25
Modern Masters 2015,2015-05-22,Orzhov Basilica,23,246,,Land,uncommon,0.27
Modern Masters 2015,2015-05-22,Rakdos Carnarium,23,247,,Land,uncommon,0.25
Modern Masters 2015,2015-05-22,Selesnya Sanctuary,23,248,,Land,uncommon,0.23
Modern Masters 2015,2015-05-22,Simic Growth Chamber,23,249,,Land,uncommon,0.42
Magic Online Promos,2015-06-02,Repeal,10,54543,{X}{U},Instant,common,
Magic Origins Clash Pack,2015-07-17,Seeker of the Way,25,2,{1}{W},Creature — Human Warrior,uncommon,
Magic Origins,2015-07-17,Topan Freeblade,9,36,{1}{W},Creature — Human Soldier,common,0.02
Magic Origins,2015-07-17,Eyeblight Massacre,7,96,{2}{B}{B},Sorcery,uncommon,0.04
Magic Origins,2015-07-17,Read the Bones,16,114,{2}{B},Sorcery,common,0.24
Magic Origins,2015-07-17,Ghirapur Gearcrafter,10,149,{2}{R},Creature — Human Artificer,common,0.03
Magic Origins,2015-07-17,Conclave Naturalists,7,171,{4}{G},Creature — Dryad,uncommon,0.08
Magic Origins Promos,2015-07-17,Conclave Naturalists,7,171,{4}{G},Creature — Dryad,uncommon,0.19
Magic Origins,2015-07-17,Evolving Wilds,28,246,,Land,common,0.08
Duel Decks: Zendikar vs. Eldrazi,2015-08-28,Evolving Wilds,28,31,,Land,common,0.09
Duel Decks: Zendikar vs. Eldrazi,2015-08-28,Ulamog's Crusher,18,44,{8},Creature — Eldrazi,common,0.41
Duel Decks: Zendikar vs. Eldrazi,2015-08-28,Read the Bones,16,56,{2}{B},Sorcery,common,0.35
Duel Decks: Zendikar vs. Eldrazi,2015-08-28,Mind Stone,23,65,{2},Artifact,uncommon,0.39
Magic Online Promos,2015-09-03,Conclave Naturalists,7,57596,{4}{G},Creature — Dryad,uncommon,
Battle for Zendikar,2015-10-02,Eldrazi Skyspawner,17,58,{2}{U},Creature — Eldrazi Drone,common,0.07
Battle for Zendikar,2015-10-02,Carrier Thrall,8,106,{1}{B},Creature — Vampire,uncommon,0.09
Battle for Zendikar,2015-10-02,Evolving Wilds,28,236,,Land,common,0.08
Commander 2015,2015-11-13,Faith's Fetters,21,69,{3}{W},Enchantment — Aura,common,0.07
Commander 2015,2015-11-13,Mulldrifter,29,97,{4}{U},Creature — Elemental,uncommon,0.27
Commander 2015,2015-11-13,Ninja of the Deep Hours,27,99,{3}{U},Creature — Human Ninja,common,2.89
Commander 2015,2015-11-13,Preordain,25,101,{U},Sorcery,common,2.01
Commander 2015,2015-11-13,Repeal,10,104,{X}{U},Instant,common,0.21
Commander 2015,2015-11-13,Phyrexian Rager,23,132,{2}{B},Creature — Phyrexian Horror,common,0.06
Commander 2015,2015-11-13,Faithless Looting,23,153,{R},Sorcery,common,0.65
Commander 2015,2015-11-13,Experiment One,18,184,{G},Creature — Human Ooze,uncommon,0.27
Commander 2015,2015-11-13,Rampant Growth,6,199,{1}{G},Sorcery,common,0.33
Commander 2015,2015-11-13,Sakura-Tribe Elder,22,200,{1}{G},Creature — Snake Shaman,common,1.25
Commander 2015,2015-11-13,Coiling Oracle,18,213,{G}{U},Creature — Snake Elf Druid,common,0.16
Commander 2015,2015-11-13,Goblin Electromancer,9,220,{U}{R},Creature — Goblin Wizard,common,0.22
Commander 2015,2015-11-13,Mind Stone,23,259,{2},Artifact,uncommon,0.34
Commander 2015,2015-11-13,Wayfarer's Bauble,9,274,{1},Artifact,common,0.53
Commander 2015,2015-11-13,Boros Garrison,23,279,,Land,common,0.19
Commander 2015,2015-11-13,Evolving Wilds,28,283,,Land,common,0.09
Commander 2015,2015-11-13,Golgari Rot Farm,23,287,,Land,common,0.27
Commander 2015,2015-11-13,Izzet Boilerworks,27,290,,Land,common,0.22
Commander 2015,2015-11-13,Orzhov Basilica,23,298,,Land,common,0.15
Commander 2015,2015-11-13,Simic Growth Chamber,23,305,,Land,common,0.23
Legendary Cube Prize Pack,2015-11-18,Compulsive Research,15,21,{2}{U},Sorcery,uncommon,
Legendary Cube Prize Pack,2015-11-18,Deep Analysis,20,23,{3}{U},Sorcery,uncommon,
Legendary Cube Prize Pack,2015-11-18,Tragic Slip,14,49,{B},Instant,uncommon,
Legendary Cube Prize Pack,2015-11-18,Faithless Looting,23,59,{R},Sorcery,uncommon,
Legendary Cube Prize Pack,2015-11-18,Nest Invader,13,83,{1}{G},Creature — Eldrazi Drone,uncommon,
Legendary Cube Prize Pack,2015-11-18,Rancor,28,85,{G},Enchantment — Aura,uncommon,
Legendary Cube Prize Pack,2015-11-18,Sakura-Tribe Elder,22,86,{1}{G},Creature — Snake Shaman,uncommon,
Oath of the Gatewatch,2016-01-22,Scion Summoner,7,123,{2}{G},Creature — Eldrazi Drone,common,0.07
Oath of the Gatewatch,2016-01-22,Pulse of Murasa,17,141,{2}{G},Instant,common,0.06
Duel Decks: Blessed vs. Cursed,2016-02-26,Doomed Traveler,17,7,{W},Creature — Human Soldier,common,0.04
Duel Decks: Blessed vs. Cursed,2016-02-26,Gather the Townsfolk,9,12,{1}{W},Sorcery,common,0.30
Duel Decks: Blessed vs. Cursed,2016-02-26,Momentary Blink,21,15,{1}{W},Instant,common,0.11
Duel Decks: Blessed vs. Cursed,2016-02-26,Mist Raven,16,26,{2}{U}{U},Creature — Bird,common,0.05
Duel Decks: Blessed vs. Cursed,2016-02-26,Falkenrath Noble,19,57,{3}{B},Creature — Vampire Noble,uncommon,0.33
Duel Decks: Blessed vs. Cursed,2016-02-26,Moan of the Unhallowed,14,62,{2}{B}{B},Sorcery,uncommon,0.10
Welcome Deck 2016,2016-04-08,Borderland Marauder,7,11,{1}{R},Creature — Human Warrior,common,0.01
Shadows over Innistrad,2016-04-08,Thraben Inspector,30,44,{W},Creature — Human Soldier,common,0.21
Shadows over Innistrad,2016-04-08,Dead Weight,14,106,{B},Enchantment — Aura,common,0.04
Shadows over Innistrad,2016-04-08,Insolent Neonate,14,168,{R},Creature — Vampire,common,0.19
Eternal Masters,2016-06-10,Coalition Honor Guard,16,6,{3}{W},Creature — Human Flagbearer,common,0.11
Eternal Masters,2016-06-10,Elite Vanguard,11,8,{W},Creature — Human Soldier,common,0.05
Eternal Masters,2016-06-10,Faith's Fetters,21,10,{3}{W},Enchantment — Aura,uncommon,0.06
Eternal Masters,2016-06-10,Pacifism,11,23,{1}{W},Enchantment — Aura,common,0.04
Eternal Masters,2016-06-10,Raise the Alarm,20,24,{1}{W},Instant,common,0.03
Eternal Masters,2016-06-10,Rally the Peasants,21,25,{2}{W},Instant,common,0.10
Eternal Masters,2016-06-10,Counterspell,29,43,{U}{U},Instant,common,0.99
Eternal Masters,2016-06-10,Deep Analysis,20,45,{3}{U},Sorcery,common,0.12
Eternal Masters,2016-06-10,Man-o'-War,23,59,{2}{U},Creature — Jellyfish,common,0.04
Eternal Masters,2016-06-10,Merfolk Looter,12,61,{1}{U},Creature — Merfolk Rogue,uncommon,0.09
Eternal Masters,2016-06-10,Peregrine Drake,13,64,{4}{U},Creature — Drake,common,0.21
Eternal Masters,2016-06-10,Warden of Evos Isle,8,76,{2}{U},Creature — Bird Wizard,common,0.07
Eternal Masters,2016-06-10,Carrion Feeder,24,84,{B},Creature — Zombie,common,1.14
Eternal Masters,2016-06-10,Gravedigger,14,89,{3}{B},Creature — Zombie,common,0.03
Eternal Masters,2016-06-10,Night's Whisper,18,100,{1}{B},Sorcery,common,1.37
